Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,28.000000,28.530001,26.330000,26.480000,26.480000,14143700
2021-02-01,26.610001,29.990000,26.400000,27.670000,27.670000,18544100
2021-03-01,28.299999,31.920000,28.190001,30.200001,30.200001,21133900
2021-04-01,30.139999,30.920000,29.139999,29.820000,29.820000,19911700
2021-05-01,30.020000,31.530001,29.459999,31.260000,31.260000,21143700
2021-06-01,30.900000,33.320000,30.900000,32.180000,32.180000,16281600
2021-07-01,32.180000,32.689999,30.780001,32.099998,32.099998,11262500
2021-08-01,32.500000,33.419998,29.350000,30.260000,30.260000,13463800
2021-09-01,30.440001,31.840000,29.990000,30.670000,30.670000,14302700
2021-10-01,30.750000,30.969999,29.180000,29.580000,29.580000,16893200
