DATE,WPU071201
2021-01-01,151.0
2021-02-01,151.3
2021-03-01,151.0
2021-04-01,151.4
2021-05-01,152.7
2021-06-01,153.4
2021-07-01,159.2
2021-08-01,159.6
2021-09-01,158.8
2021-10-01,159.2
