Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,231.660004,232.309998,203.800003,208.179993,207.159714,6932000
2021-02-01,212.490005,217.720001,192.181000,197.380005,196.412659,7936900
2021-03-01,195.000000,210.369995,183.820007,209.279999,208.254333,8695800
2021-04-01,209.979996,219.690002,206.539993,213.389999,212.344193,6858700
2021-05-01,219.369995,220.960007,195.339996,210.910004,210.910004,6199300
2021-06-01,213.210007,221.455994,197.330002,206.050003,206.050003,6268600
2021-07-01,204.809998,219.449997,201.929993,218.289993,218.289993,4980400
2021-08-01,216.839996,227.479996,208.029999,217.399994,217.399994,5189500
2021-09-01,217.529999,223.580002,207.779999,209.119995,209.119995,5205500
2021-10-01,209.830002,238.000000,205.690002,237.169998,237.169998,6701700
