Date,Open,High,Low,Close,Adj Close,Volume
2015-11-01,50.860001,55.000000,44.650002,46.349998,44.074268,17156300
2015-12-01,46.500000,50.389999,46.000000,48.000000,45.643253,11531700
2016-01-01,47.290001,48.730000,38.360001,39.770000,37.817337,38030600
2016-02-01,38.919998,40.150002,31.660000,37.980000,36.115227,32456000
2016-03-01,38.779999,43.060001,38.424999,41.700001,39.652576,10084600
2016-04-01,40.730000,46.119999,40.049999,45.849998,43.598816,11840800
2016-05-01,46.500000,46.549999,40.049999,42.430000,40.346737,10552600
2016-06-01,42.349998,44.430000,38.709999,40.930000,39.416080,12162400
2016-07-01,41.709999,45.180000,38.799999,45.169998,43.499260,8438900
2016-08-01,45.029999,49.110001,44.849998,48.139999,46.359402,12991300
2016-09-01,48.270000,52.180000,46.389999,51.869999,49.951439,8366700
2016-10-01,51.919998,54.330002,51.750000,52.770000,50.818150,8237900
2016-11-01,53.090000,54.990002,50.389999,54.119999,52.118217,11008400
2016-12-01,54.009998,58.860001,53.939999,58.139999,55.989525,9339200
2017-01-01,59.160000,62.919998,57.560001,62.130001,59.831944,8477900
2017-02-01,62.500000,66.739998,61.669998,65.059998,62.653564,7909800
2017-03-01,65.599998,74.989998,64.940002,74.360001,71.609573,10819700
2017-04-01,74.599998,75.820000,69.589996,75.199997,72.418503,9059600
2017-05-01,75.650002,86.739998,75.099998,86.720001,84.323257,14421800
2017-06-01,87.190002,91.940002,85.230003,86.019997,83.642601,10912600
2017-07-01,86.339996,107.000000,84.379997,105.190002,102.282791,18275300
2017-08-01,108.779999,116.379997,103.169998,114.489998,111.325752,18641600
2017-09-01,114.919998,118.099998,107.309998,110.480003,107.426590,13979000
2017-10-01,110.760002,120.360001,110.760002,119.680000,116.372322,10546700
2017-11-01,121.000000,121.139999,107.416000,108.599998,105.598541,11377800
2017-12-01,107.599998,108.209999,103.849998,104.839996,101.942467,8895400
2018-01-01,104.120003,121.459999,103.650002,119.500000,116.197289,9663800
2018-02-01,123.949997,131.199997,117.220001,124.209999,120.777122,15523800
2018-03-01,124.199997,125.519997,118.320000,120.519997,117.189095,10000900
2018-04-01,119.690002,125.440002,116.519997,122.680000,119.289406,7108100
2018-05-01,122.660004,141.559998,121.180000,131.350006,128.634109,9423900
2018-06-01,133.660004,149.850006,131.440002,135.009995,132.218430,8843400
2018-07-01,132.779999,144.830002,129.899994,132.619995,129.877838,13708700
2018-08-01,134.770004,135.399994,116.540001,131.089996,128.379486,26994500
2018-09-01,130.059998,142.520004,125.250000,136.910004,134.079132,13348100
2018-10-01,139.669998,139.809998,111.712997,117.110001,114.688538,18863500
2018-11-01,120.029999,120.948997,102.370003,109.599998,107.333824,14511600
2018-12-01,111.809998,112.500000,93.849998,99.440002,97.383904,9316500
2019-01-01,98.099998,127.070000,96.620003,126.300003,123.688522,10021000
2019-02-01,126.070000,129.727997,122.779999,128.259995,125.607986,7215200
2019-03-01,130.289993,134.740005,126.820000,133.800003,131.033447,6487600
2019-04-01,135.740005,140.960007,134.154999,136.029999,133.217346,7753000
2019-05-01,136.139999,145.130005,129.460007,143.020004,141.234970,13344500
2019-06-01,142.009995,163.639999,140.949997,161.419998,159.405304,8177900
2019-07-01,162.570007,170.539993,159.729996,161.080002,159.069550,7509600
2019-08-01,162.679993,165.539993,152.919998,157.750000,155.781113,9395100
2019-09-01,158.710007,164.479996,147.669998,154.089996,152.166779,10568700
2019-10-01,154.070007,161.184006,145.440002,160.119995,158.121521,7771800
2019-11-01,160.529999,172.889999,160.529999,168.270004,166.169800,6803100
2019-12-01,167.190002,170.274994,163.229996,165.539993,163.473877,4854200
2020-01-01,167.050003,175.399994,164.759995,168.820007,166.712952,7503000
2020-02-01,168.660004,180.949997,152.509995,157.750000,155.781113,11755300
2020-03-01,156.360001,163.580002,127.730003,152.570007,150.665771,19302900
2020-04-01,152.720001,163.389999,134.240005,155.619995,153.677704,7860400
2020-05-01,153.690002,170.080002,147.080002,168.710007,167.883163,5258900
2020-06-01,168.479996,176.979996,164.229996,171.009995,170.171890,4852600
2020-07-01,169.660004,185.360001,168.789993,181.699997,180.809494,3955500
2020-08-01,181.559998,199.970001,180.339996,194.750000,193.795547,4270500
2020-09-01,194.229996,197.550003,178.940002,184.089996,183.187790,3633400
2020-10-01,184.490005,194.369995,176.029999,178.419998,177.545578,5701400
2020-11-01,180.699997,215.479996,180.690002,211.110001,210.075363,6627300
2020-12-01,212.589996,233.660004,209.470001,229.520004,228.395142,5563600
2021-01-01,231.660004,232.309998,203.800003,208.179993,207.159714,6932000
2021-02-01,212.490005,217.720001,192.181000,197.380005,196.412659,7936900
2021-03-01,195.000000,210.369995,183.820007,209.279999,208.254333,8695800
2021-04-01,209.979996,219.690002,206.539993,213.389999,212.344193,6858700
2021-05-01,219.369995,220.960007,195.339996,210.910004,210.910004,6199300
2021-06-01,213.210007,221.455994,197.330002,206.050003,206.050003,6268600
2021-07-01,204.809998,219.449997,201.929993,218.289993,218.289993,4980400
2021-08-01,216.839996,227.479996,208.029999,217.399994,217.399994,5189500
2021-09-01,217.529999,223.580002,207.779999,209.119995,209.119995,5205500
2021-10-01,209.830002,223.399994,205.690002,223.339996,223.339996,2608200
