DATE,WPU101707
1/1/2021,250.1
2/1/2021,273.5
3/1/2021,377.9
4/1/2021,478.9
5/1/2021,482.6
6/1/2021,506.7
7/1/2021,622.9
8/1/2021,632.2
9/1/2021,648
10/1/2021,701.7
