DATE,WPU13110511
2021-01-01,106.3
2021-02-01,106.5
2021-03-01,107.3
2021-04-01,108.1
2021-05-01,109.0
2021-06-01,111.0
2021-07-01,115.9
2021-08-01,116.0
2021-09-01,113.9
2021-10-01,116.0
