Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,37.000000,38.160000,35.709999,37.439999,32.734234,158800
2015-02-01,37.639999,40.830002,37.639999,40.480000,35.392143,163400
2015-03-01,40.509998,41.299999,39.610001,40.419998,35.339687,123300
2015-04-01,40.509998,42.439999,40.169998,41.169998,36.032295,104400
2015-05-01,41.279999,42.060001,40.680000,41.080002,35.953522,69700
2015-06-01,40.369999,41.520000,38.959999,39.099998,34.220612,93400
2015-07-01,39.639999,39.639999,36.500000,37.450001,33.037437,119500
2015-08-01,37.520000,38.209999,20.010000,34.910000,30.796715,405400
2015-09-01,33.849998,36.880001,31.900000,33.290001,29.367586,208700
2015-10-01,33.730000,37.270000,33.320000,37.000000,32.678288,290400
2015-11-01,36.970001,37.590000,35.840000,37.320000,32.960903,140000
2015-12-01,37.669998,37.939999,35.599998,36.220001,31.989393,75800
2016-01-01,35.560001,35.560001,30.299999,32.130001,28.523088,550200
2016-02-01,31.730000,32.189999,28.480000,30.680000,27.235867,127100
2016-03-01,31.059999,33.700001,30.770000,33.529999,29.765924,167400
2016-04-01,32.849998,34.119999,31.049999,32.689999,29.078451,127700
2016-05-01,32.880001,33.150002,31.370001,32.990002,29.345318,72100
2016-06-01,32.669998,33.099998,28.790001,29.780001,26.489950,146700
2016-07-01,29.969999,33.410000,28.850000,33.130001,29.836561,191300
2016-08-01,33.150002,33.980000,32.099998,33.740002,30.385925,185300
2016-09-01,33.980000,34.759998,32.880001,33.080002,29.791534,86100
2016-10-01,33.080002,34.220001,32.990002,33.910000,30.657043,49700
2016-11-01,34.000000,34.029999,32.570000,33.439999,30.232126,73800
2016-12-01,33.700001,35.660000,33.310001,34.419998,31.118126,95400
2017-01-01,35.130001,36.680000,34.910000,35.700001,32.515366,215800
2017-02-01,35.730000,36.709999,35.310001,35.970001,32.761284,417000
2017-03-01,36.560001,37.130001,36.020000,36.299999,33.061836,208800
2017-04-01,36.090000,36.470001,34.430000,36.209999,32.982605,191300
2017-05-01,36.349998,36.750000,35.880001,36.490002,33.237640,32100
2017-06-01,36.709999,37.570000,36.480000,36.759998,33.483570,30700
2017-07-01,37.090000,38.099998,36.860001,37.290001,34.387218,84500
2017-08-01,37.349998,37.820000,36.919998,37.689999,34.756081,57100
2017-09-01,37.730000,40.540001,37.630001,40.279999,37.144459,154700
2017-10-01,40.279999,41.970001,40.279999,41.599998,38.520061,129500
2017-11-01,42.020000,42.830002,41.020000,42.400002,39.260841,65800
2017-12-01,42.230000,42.500000,41.250000,42.209999,39.084900,56400
2018-01-01,42.209999,45.000000,42.209999,43.689999,40.713531,97400
2018-02-01,43.759998,43.759998,40.419998,42.730000,39.818943,105600
2018-03-01,42.400002,42.400002,40.000000,40.880001,38.094975,50600
2018-04-01,40.730000,42.180000,40.250000,41.290001,38.477051,62100
2018-05-01,40.830002,41.450001,39.130001,39.830002,37.116508,205600
2018-06-01,40.290001,41.400002,36.990002,37.169998,34.637722,71100
2018-07-01,36.779999,37.889999,36.650002,37.450001,35.379154,112800
2018-08-01,37.400002,37.720001,35.500000,36.299999,34.292740,78000
2018-09-01,35.770000,37.770000,34.869999,36.360001,34.349430,78700
2018-10-01,36.619999,36.709999,32.230000,34.259998,32.465351,103100
2018-11-01,34.250000,34.980000,32.740002,33.970001,32.190548,68200
2018-12-01,34.779999,34.779999,30.330000,31.350000,29.707796,353700
2019-01-01,30.700001,34.360001,30.670000,34.240002,32.692764,83000
2019-02-01,34.299999,34.980000,32.709999,34.410000,32.855083,160500
2019-03-01,34.590000,34.650002,32.529999,32.840000,31.356022,35800
2019-04-01,33.410000,36.389999,33.410000,34.959999,33.435295,59300
2019-05-01,34.980000,35.270000,30.940001,31.120001,29.762774,68600
2019-06-01,31.150000,33.020000,31.129999,32.910000,31.474705,60200
2019-07-01,33.400002,33.700001,32.090000,32.110001,31.161350,21700
2019-08-01,31.540001,31.540001,29.510000,30.690001,29.783302,78400
2019-09-01,30.700001,33.630001,30.690001,32.119999,31.171051,44900
2019-10-01,32.119999,34.410000,30.770000,33.599998,32.875259,51800
2019-11-01,34.060001,34.889999,33.439999,33.450001,32.728497,96800
2019-12-01,33.310001,34.240002,32.990002,33.770000,33.041599,78600
2020-01-01,34.110001,34.500000,32.650002,33.060001,32.635860,52000
2020-02-01,33.310001,36.150002,29.980000,31.040001,30.641775,136200
2020-03-01,31.160000,32.209999,19.879999,23.959999,23.652605,184900
2020-04-01,23.040001,28.840000,21.830000,27.870001,27.512444,152400
2020-05-01,26.850000,30.549999,25.740000,29.600000,29.220249,163200
2020-06-01,29.830000,34.349998,29.830000,30.930000,30.533188,209000
2020-07-01,30.990000,35.669998,30.799999,33.169998,32.856796,124800
2020-08-01,33.759998,39.930000,33.759998,39.740002,39.364761,322800
2020-09-01,39.919998,40.509998,36.860001,39.330002,38.958630,186400
2020-10-01,39.330002,41.750000,38.549999,39.349998,39.022865,221800
2020-11-01,40.509998,50.680000,40.509998,47.930000,47.531536,333400
2020-12-01,49.080002,52.130001,48.590000,51.810001,51.379280,652200
